img,name,link,engDescription,jpDescription,tags,filterTag,platform,price,category_id
anima.svg,Anima,http://animaapp.com/,A design-to-code platform for web and mobile app development.,Webおよびモバイルアプリ開発のためのデザインからコードへのプラットフォーム,"Creating, Manager, Databases","NoCode,UI Design,App","Apple, Browser",Freemium,64761102ba22fed734b9de7a
appmaster.svg,Appmaster,http://appmaster.io/,A platform for creating mobile apps without coding.,モバイルアプリをコーディングなしで作成するプラットフォーム,"Mobile, App, Code","NoCode,UI Design,App",Browser,Freemium,64761102ba22fed734b9de7a
apprat.svg,Apprat,http://apprat.io/,A platform for building iOS and Android apps without coding.,コーディングなしでiOSおよびAndroidアプリを構築するプラットフォーム。,"Builder, iOS, Android, App","NoCode,UI Design,App","Apple, Browser",Paid,64761102ba22fed734b9de7a
appypie.svg,Appy Pie,https://www.appypie.com/,A no-code platform for building mobile applications.,モバイルアプリケーションを構築するためのコードなしプラットフォーム。,"NoCode,Builder, App","NoCode,App",Browser,Freemium,64761102ba22fed734b9de7a
ardour.svg,Ardour,https://ardour.org/,Free and open-source audio workstation,無料でオープンソースのオーディオワークステーション,"Audio, Editor, Recordor, Mixer",Audio,"Windows, Apple, Linux",Free,64761102ba22fed734b9de7a
aseprite.svg,Aseprite,https://www.aseprite.org/,Pixel art and animation editor for creating retro-style graphics,ピクセルアートとアニメーションエディターを使用してレトロスタイルのグラフィックを作成する,"Pixel Art, Animation, Editor, Graphics","Image, Animation","Apple, Windows, Linux",Paid,64761102ba22fed734b9de7a
audacity.svg,Audacity,https://www.audacityteam.org/,"Free, open-source audio editor",無料、オープンソースのオーディオエディター,"Audio, Editor",Audio,"Windows, Apple, Linux",Free,64761102ba22fed734b9de7a
avidmediacomposer.svg,Avid Media Composer,https://www.avid.com/media-composer,"Professional video editing software used widely in the film and television industry, providing advanced editing capabilities.",映画やテレビ業界で広く使われているプロ用ビデオ編集ソフトで、高度な編集機能を提供しています。,"Video Editor, Film, TV",Video,"Apple, Windows",Freemium,64761102ba22fed734b9de7a
birdfont.svg,BirdFont,https://birdfont.org/,A free font editor,無料のフォントエディター,"Font, Editor, Typeface",Font,"Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
bitwigstudio.svg,Bitwig Studio,https://www.bitwig.com/,Music production software,音楽プロダクションソフトウェアは非常に人気があります。,"Music, Editor",Audio,"Windows, Apple, Linux",Paid,64761102ba22fed734b9de7a
biyo.svg,Biyo,http://biyo.com/,A tool for creating and managing biometric data.,生物特徴データを作成し管理するツール,"Biometric, Data, Manager, Creation","NoCode,Productivity","Apple, Browser",Free,64761102ba22fed734b9de7a
blender.svg,Blender,https://www.blender.org/,"Free and open-source 3D creation suite with video editing capabilities, offering a comprehensive set of tools.",フリーでオープンソースの3D作成スイートで、ビデオ編集機能を備えたツールを提供しています。,"3D, Creation, Suite","Video, Animation","Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
blocs.svg,Blocs,https://blocsapp.com/,Website builder for Apple that offers a simple and intuitive interface for site creation.,アップルのウェブサイトビルダーは、サイト作成のための簡単で直感的なインターフェースを提供しています。,"Website, Simple, Intuitive","NoCode,UI Design,Website",Apple,Paid,64761102ba22fed734b9de7a
bravostudio.svg,Bravo Studio,https://www.bravostudio.app/,A no-code platform for building mobile applications.,モバイルアプリケーションを構築するためのノーコードプラットフォーム,"NoCode, Mobile, App","NoCode,App","Apple, Browser",Freemium,64761102ba22fed734b9de7a
bubble.svg,Bubble,https://bubble.io/,A no-code platform for building web and mobile applications.,ウェブやモバイルアプリを構築するためのコードなしプラットフォーム,"NoCode, Web, Mobile, App","NoCode,App,Website",Browser,Freemium,64761102ba22fed734b9de7a
build.one.svg,Build.one,https://www.build.one/,A no-code platform for building web and mobile apps.,ウェブとモバイルアプリを構築するためのノーコードプラットフォーム,"NoCode, Web, Mobile","NoCode,UI Design,App,Website",Browser,Freemium,64761102ba22fed734b9de7a
builderx.svg,Builderx,https://builderx.io/,Design tool that enables users to create and prototype designs for various devices.,ユーザーがさまざまなデバイスの設計とプロトタイプを作成することを可能にするデザインツール。,"Prototype, Devices","NoCode,UI Design,Animation","Browser, Apple, Windows",Freemium,64761102ba22fed734b9de7a
cakewalk.svg,Cakewalk,https://www.bandlab.com/products/cakewalk,Free digital audio workstation,フリーのデジタルオーディオワークステーション,"Music, Audio",Audio,Windows,Free,64761102ba22fed734b9de7a
calligraphr.svg,Calligraphr,www.calligraphr.com,Online tool to create custom handwriting fonts,オンラインツールを使用して、独自の手書きフォントを作成します。,"Font, Handwriting, Customization",Font,Windows,Freemium,64761102ba22fed734b9de7a
camtasia.svg,Camtasia,https://www.techsmith.com/video-editor.html,"Screen recording and video editing software suitable for creating tutorials, presentations, and educational content.",教育的なコンテンツ、プレゼンテーション、チュートリアルを作成するのに適した画面録画およびビデオ編集ソフトウェア,"Screen , Video Editor, Presentations",Video,"Apple, Windows",Paid,64761102ba22fed734b9de7a
capturenx-d.svg,Capture NX-D,https://www.nikonusa.com/en/learn-and-explore/a/tips-and-techniques/nikon-capture-nx-d-software.html,Nikon's official software for editing and processing RAW images,Nikon の RAW 画像を編集・加工するための公式ソフトウェア,"Editor, Processing, RAW images",Image,"Apple, Windows",Free,64761102ba22fed734b9de7a
captureone.svg,Capture One,https://www.captureone.com/,Professional photo editing software with powerful tethered shooting capabilities,プロの写真編集ソフトウェアは、強力なテザーリング撮影機能を備えています。,"Image Editor, Tethered Shooting, Capabilities",Image,"Apple, Windows",Paid,64761102ba22fed734b9de7a
carrd.svg,Carrd,https://carrd.co/,"A simple, free platform for building one-page websites.",簡単で無料のプラットフォームを使用して1ページのウェブサイトを構築します。,"One-page, Website","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
cinepaint.svg,CinePaint,http://cinepaint.org/,Free Open Source HDR Paint and Stop-Motion Animation,無料のオープンソースHDRペイントとストップモーションアニメーションソフトウェア,"HDR, Paint, Stop-Motion Animation",Color,"Windows,Apple,Linux",Free,64761102ba22fed734b9de7a
clickup.svg,ClickUp,https://clickup.com/,A platform for managing projects and workflows.,プロジェクトとワークフローを管理するためのプラットフォーム,"Manager,Workflows","NoCode,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
coda.svg,Coda,https://coda.io/,"A platform for creating documents that can also contain interactive elements like tables, buttons, and forms.",ドキュメント作成プラットフォームでは、テーブルやボタン、フォームなどのインタラクティブな要素を含めることもできます。,"Doc, Interactive, Table, Button, Forms","NoCode,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
colorcontrastanalyser.svg,Color Contrast Analyser,https://www.paciellogroup.com/resources/contrastanalyser,Check color contrast ratios.,色彩コントラスト比をチェックしてください。,"Color, Contrast, Ratios",Color,"Apple,Browser",Free,64761102ba22fed734b9de7a
colorcop.svg,Color Cop,http://www.colorcop.net/,Advanced color picker and color scheme generator.,色のピッカーと色のスキームを生成する高度なツール。,"Color picker, Colorcheme, Generator",Color,Windows,Free,64761102ba22fed734b9de7a
colornames.svg,Color Names,https://colornames.org/,Database of color names and their hexadecimal codes,データベースの色の名前とそれらの16進コード,"Database, Color, Name, Hexadecimal, Codes",Color,"Apple,Windows",Free,64761102ba22fed734b9de7a
colorschemer.svg,Color Schemer,https://www.colorschemer.com/,Create and manage color schemes.,カラースキームを作成し管理する。,"Color, Scheme, Manage",Color,"Apple,Windows",Paid,64761102ba22fed734b9de7a
colorslurp.svg,Color Slurp,https://colorslurp.com/,"Color picker, organizer, and manager for Apple",AppleのmacOSオペレーティングシステムのためのカラーピッカー、オーガナイザー、およびマネージャー,"Color Picker, Organizer, Manager",Color,Apple,Free,64761102ba22fed734b9de7a
colorsnapper.svg,Color Snapper,https://colorsnapper.com/,Advanced color picker for AppleOS,アップルOS用のアドバンスドカラーピッカー,"Color, Picker",Color,Apple,Paid,64761102ba22fed734b9de7a
colorwell.svg,ColorWell,https://colorwell.sweetpproductions.com/,Access color palettes from the menu bar.,メニューバーからカラーパレットをアクセスしてください。,"Menu Bar, Color Palettes",Color,Apple,Paid,64761102ba22fed734b9de7a
crica.svg,Crica,https://crica.co/,"Website builder designed for creative professionals, offering customizable designs.",ウェブサイトビルダーはクリエイティブプロフェッショナルのために設計され、カスタマイズ可能なデザインを提供しています。,"Website builder,Customizables","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
cubase.svg,Cubase,https://new.steinberg.net/cubase/,Music production software,インターネット上で無料で音楽制作ソフトウェアが利用できます。,"Music, Editor",Audio,"Windows, Apple",Paid,64761102ba22fed734b9de7a
davinciresolve.svg,Davinci Resolve,https://www.blackmagicdesign.com/products/davinciresolve/,Feature-rich video editing software with advanced color correction and audio editing capabilities.,高度なカラーコレクションとオーディオ編集機能を備えた機能豊富なビデオ編集ソフトウェア,"Video, Color, Audio, Editor","Video, Audio","Apple, Windows",Freemium,64761102ba22fed734b9de7a
dhiwise.svg,Dhiwise,dhiwise.com,A no-code platform for building data-driven web applications.,データ駆動型のWebアプリケーションを構築するための、コードを書かないプラットフォーム。,"NoCode, Data-Driven, Web App","NoCode,App",Browser,Freemium,64761102ba22fed734b9de7a
directual.svg,Directual,https://www.directual.com/,No-code platform that allows users to create websites and web apps without coding.,コードを書くことなく、ウェブサイトやウェブアプリを作成できるプラットフォーム。,"NoCode, Website, Web App, Code","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
dishapages.svg,Disha Pages,https://getdisha.co/pages/,Website builder that focuses on providing easy-to-use tools for website creation.,簡単に使用できるツールを提供するウェブサイト作成を重点としたウェブサイトビルダー。,Website,"NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
dorik.svg,Dorik,https://dorik.com/,"Website builder with a focus on speed and simplicity, enabling quick site creation.",速度と簡単さを重視したウェブサイトビルダーで、素早いサイト作成を可能にします。,"Website, Speed, Simplicity, Site","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
draftbit.svg,Draftbit,draftbit.com,A no-code platform for building mobile apps.,モバイルアプリを構築するためのコードなしプラットフォーム。,"NoCode, Mobile, App","NoCode,UI Design,App",Browser,Freemium,64761102ba22fed734b9de7a
drift.svg,Drift,https://www.drift.com/,A platform for conversational marketing and sales.,会話型マーケティングとセールスのためのプラットフォーム,"Conversational, Marketing","NoCode,UX Design,Productivity",Browser,Paid,64761102ba22fed734b9de7a
dronahq.svg,DronaHQ,https://dronahq.com/,A no-code platform for building web and mobile applications.,コードなしでウェブやモバイルアプリを構築するプラットフォーム,"NoCode, Web, Mobile, App","NoCode,App,Website",Browser,Paid,64761102ba22fed734b9de7a
dxofilmpack.svg,DxO FilmPack,https://www.dxo.com/dxo-filmpack,Software for applying film simulations and analog effects to digital photos,ソフトウェアはデジタル写真にフィルムシミュレーションとアナログ効果を適用するために使用されます。,"Film, Simulation, Analog, Effects","Image,Video","Apple, Windows",Paid,64761102ba22fed734b9de7a
dxophotolab.svg,DxO PhotoLab,https://www.dxo.com/dxo-photolab,Advanced photo editing software with powerful correction and enhancement tools,高度な写真編集ソフトウェアは、強力な補正と強化ツールを備えています。,"Image Editor, Correction",Image,"Apple, Windows",Paid,64761102ba22fed734b9de7a
dxoviewpoint.svg,DxO ViewPoint,https://www.dxo.com/dxo-viewpoint,Software for correcting perspective and distortion in photos,写真の歪みや視点を補正するソフトウェア,"Perspective, Distortion, Images",Image,"Apple, Windows",Paid,64761102ba22fed734b9de7a
dynaboard.svg,Dynaboard,dynaboard.com,A platform for visualizing and sharing data from spreadsheets.,スプレッドシートからのデータの可視化と共有のためのプラットフォーム,"Visualization, Data, Spreadsheet","NoCode,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
figma.svg,Figma,https://www.figma.com/,Web-based vector graphics editor and design collaboration tool,Webベクターグラフィックスエディターとデザイン共同ツール,"Web, Vector, Graphic, Editor","UI Design,UX Design",Browser,Freemium,64761102ba22fed734b9de7a
figside.svg,Figside,figside.com,A platform for designing and managing web interfaces.,ウェブインターフェースの設計と管理のためのプラットフォーム,"Manager, Web, Interfaces","NoCode,UI Design",Browser,Freemium,64761102ba22fed734b9de7a
filmora.svg,Filmora,https://filmora.wondershare.com/,Beginner-friendly video editing software with an intuitive interface and a wide variety of creative effects.,簡単に使えるインターフェースと幅広いクリエイティブな効果を備えたビデオ編集ソフトウェア,"Video Edito, Effects",Video,"Apple, Windows",Paid,64761102ba22fed734b9de7a
finalcutpro.svg,Final Cut Pro,https://www.apple.com/final-cut-pro/,Apple's professional video editing software offering a sleek interface and powerful editing capabilities.,アップルのプロのビデオ編集ソフトウェアは、スリムなインターフェースと強力な編集機能を提供しています。,"Mobile, Desk Image Editor, App","Video, Animation",Apple,Paid,64761102ba22fed734b9de7a
flstudio.svg,FL Studio,https://www.image-line.com/flstudio/,Digital audio workstation,デジタルオーディオワークステーションは、デジタルオーディオを記録、編集、生産するためのコンピュータプログラムです。,"Music, Editor",Audio,"Windows, Apple",Paid,64761102ba22fed734b9de7a
flutterflow.svg,Flutterflow,flutterflow.com,A no-code platform for building web and mobile apps with Flutter.,フラッターを使用してウェブとモバイルアプリを構築するためのコードなしプラットフォーム,"NoCode, Web App, Mobile App","NoCode,UI Design,App",Browser,Freemium,64761102ba22fed734b9de7a
fontark.svg,FontArk,fontark.net,Online font editor and creation tool,オンラインフォントエディターと作成ツール,"Font, Editor, Creation",Font,Browser,Free,64761102ba22fed734b9de7a
fontbase.svg,FontBase,fontba.se,"Free, cross-platform font manager",無料でクロスプラットフォームのフォントマネージャー,"Font, Manager",Font,"Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
fontcreator.svg,FontCreator,high-logic.com,Create and edit TrueType and OpenType fonts,OpenTypeとTrueTypeフォントを作成して編集する,Typeface,Font,Windows,Paid,64761102ba22fed734b9de7a
fontdrop.svg,FontDrop,fontdrop.info,A simple online font editor and converter,簡単なオンラインフォントエディターとコンバーター,"Font, Editor, Converter",Font,Browser,Free,64761102ba22fed734b9de7a
fontforge.svg,FontForge,fontforge.org,An outline font editor,アウトラインフォントエディタ,"Font, Graphic, Typeface",Font,"Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
fontie.svg,Fontie,fontie.pixelsvsbytes.com,Convert fonts to web formats and optimize them,"for the webフォントをウェブフォーマットに変換し、ウェブ用に最適化します。","Font, Web, Format, Optimize",Font,Browser,Free,64761102ba22fed734b9de7a
fontlab.svg,FontLab,fontlab.com/font-editor/fontlab-vi/,Professional font editor and creator,プロのフォントエディターとクリエーター,"Font, Editor, Creator",Font,"Apple, Windows",Paid,64761102ba22fed734b9de7a
fontplop.svg,FontPlop,github.com/matthewgonzalez/fontplop,Generate webfonts with optimal compression,網站字體壓縮最佳化,"Webfont, Compression, Generater",Font,"Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
fontself.svg,Fontself,fontself.com,Turn your lettering into fonts in Illustrator,あなたの文字をイラストレーターのフォントに変換しましょう。,"Font, Illustrator, Font, Graphic","Font,Illustration","Apple, Windows",Paid,64761102ba22fed734b9de7a
fontstand.svg,Fontstand,fontstand.com,Rent and test high-quality fonts before purchasing,レンタルして、質の高いフォントを試してから購入してください。,"Rent, Test, Font, Purchasing",Font,"Apple, Windows",Paid,64761102ba22fed734b9de7a
fontstruct.svg,FontStruct,fontstruct.com,Online font editor and creator,オンラインのフォントエディターとクリエイター,"Font, Editor, Creator",Font,Browser,Free,64761102ba22fed734b9de7a
format.svg,Format,https://www.format.com/,"Portfolio website builder for photographers, artists, and designers.",フォトグラファー、アーティスト、デザイナーのためのポートフォリオウェブサイトビルダー。,"Portfolio, Website, Imagegrapher, Artist","NoCode,UI Design",Browser,Paid,64761102ba22fed734b9de7a
fotor.svg,Fotor,https://www.fotor.com/,"Online photo editing tool with filters, effects, and enhancement features",オンライン写真編集ツールにフィルター、エフェクト、そして強化機能があります。,"Image, Editor, Filter, Effect",Image,Browser,Free,64761102ba22fed734b9de7a
fotoramio.svg,Fotoramio,https://fotoram.io,Online photo editor with various editing tools and effects,オンライン写真エディターは、様々な編集ツールと効果を持つ,"Image editor, Editor , Effect",Image,"Apple,Windows,Linux",Free,64761102ba22fed734b9de7a
framer.svg,Framer,https://www.framer.com/,Design and prototyping tool for creating interactive app and web designs.,デザインとプロトタイピングツールを使用して、インタラクティブなアプリやWebデザインを作成します。,"Prototype, Interactive, App","NoCode,UI Design,Animation","Browser,Apple",Freemium,64761102ba22fed734b9de7a
function12.svg,Function12,function12.com,A platform for building custom web applications.,カスタムWebアプリケーションを構築するためのプラットフォーム,"Web, Application, Custom","NoCode,UI Design,App",Browser,Paid,64761102ba22fed734b9de7a
garageband.svg,GarageBand,https://www.apple.com/Apple/garageband/,Apple Music creation studio,Apple Music クリエイションスタジオが現在利用可能です。,"Music, Creation, Studio",Audio,Apple,Free,64761102ba22fed734b9de7a
getresponse.svg,GetResponse,https://www.getresponse.com/,A platform for creating and managing email marketing campaigns.,メールマーケティングキャンペーンの作成と管理を行うプラットフォーム,"Email, Marketing,Management","NoCode,Others",Browser,Paid,64761102ba22fed734b9de7a
gimp.svg,GIMP,https://www.gimp.org/,Advanced image editor and retouching tool,高度な画像エディターと修正ツール,"Editor, Image",Image,"Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
glide.svg,Glide,glide.com,A platform for building mobile apps from Google Sheets.,Google Sheets からモバイルアプリを構築するプラットフォーム,"Google, Sheet, Mobile, App","NoCode,UI Design,App",Browser,Freemium,64761102ba22fed734b9de7a
glyphrstudio.svg,Glyphr Studio,glyphrstudio.com,A web-based font design and editing tool,ウェブベースのフォントデザインと編集ツール,"Web, Font, Editor",Font,Browser,Free,64761102ba22fed734b9de7a
glyphs.svg,Glyphs,glyphsapp.com,A professional font editor,専門のフォントエディター,"Font, Editor",Font,Apple,Paid,64761102ba22fed734b9de7a
goldwave.svg,GoldWave,https://www.goldwave.com/,Digital audio editor,デジタルオーディオエディターはオーディオファイルを編集するために使用されます。,"Sound, Editor, Music,Podcast",Audio,"Windows, Apple, Linux, Browser",Freemium,64761102ba22fed734b9de7a
goodbarber.svg,Goodbarber,goodbarber.com,A platform for building native mobile apps and Progressive Web Apps (PWAs).,モバイルアプリとプログレッシブウェブアプリ（PWA）を構築するプラットフォーム。,"Mobile, App, Native, PWAs","NoCode,UI Design,App","Apple, Browser",Freemium,64761102ba22fed734b9de7a
googleappsheet.svg,Google Appsheet,https://www.appsheet.com/,A no-code platform for building mobile and web applications.,モバイルアプリとWebアプリを構築するためのノーコードプラットフォーム,"NoCode, Mobile, Web, App","NoCode,App,Website",Browser,Freemium,64761102ba22fed734b9de7a
graphite.svg,Graphite,https://www.graphitedocs.com/,"Website builder designed for developers, offering code-first site creation.",コードファーストのサイト作成を提供する開発者向けのウェブサイトビルダー,"Website, Code, Creation","NoCode,UI Design,Website",Browser,Freemium,64761102ba22fed734b9de7a
helpjuice.svg,Helpjuice,https://helpjuice.com/,A platform for creating knowledge bases and help documentation.,知識ベースやヘルプドキュメントを作成するためのプラットフォーム,Knowledge,"NoCode,Productivity",Browser,Paid,64761102ba22fed734b9de7a
hitfilmexpress.svg,HitFilm Express,https://fxhome.com/hitfilm-express,Free video editing and visual effects software with a wide range of professional-grade tools and features.,無料のビデオ編集と視覚効果ソフトウェアを使用して、プロのグレードのツールと機能を使用してください。,"Video, Editor, Visual Effect","Image,Video,Font,Illustration","Apple, Windows",Freemium,64761102ba22fed734b9de7a
flyingmeat.svg,flyingmeat,https://flyingmeat.com/acorn,Image editor with a focus on simplicity and power,画像編集ソフトウェアであり、シンプルさとパワーに焦点を当てている,"Image, Editor",Image,Apple,Paid,64761102ba22fed734b9de7a
hubspotcms.svg,HubSpot CMS,https://www.hubspot.com/products/cms,A content management system that helps you create and manage your website.,コンテンツ管理システムは、ウェブサイトを作成および管理するのに役立ちます。,"Content, Manager, System, Website","NoCode,Productivity,Website",Browser,Paid,64761102ba22fed734b9de7a
iconshelf.svg,Icon Shelf,https://icon-shelf.github.io/,"The icon manager for web developer.All your icons in one place, easily copyable as code.","Web開発者のためのアイコンマネージャー。すべてのアイコンを一か所にまとめて、コードとして簡単にコピーできます。","Icon, Manager, Web, Code",Icon,"Apple, Windows,Linux",Free,64761102ba22fed734b9de7a
iconjar.svg,IconJar,https://geticonjar.com/,The go-to app for managing your icon library,アイコンライブラリを管理するためのおすすめアプリ,"App, Manager, Icon Library",Icon,Apple,Paid,64761102ba22fed734b9de7a
identid.me.svg,Identid.me,https://identid.me/,A tool for identity verification and management.,IDマネージメントと認証のためのツール,"Identity, Manager, Security","NoCode,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
illustrator.svg,Illustrator,https://www.adobe.com/products/illustrator.html,"Vector graphics editor for creating illustrations, logos, and icons",ベクターグラフィックスエディターを使用してイラスト、ロゴ、アイコンを作成します。,"Graphic, Editor, Vector, Illustration, Logo","Image, Illustration","Apple, Windows",Paid,64761102ba22fed734b9de7a
imovie.svg,iMovie,https://www.apple.com/imovie/,"Free video editing software for Apple users, providing basic editing tools and easy-to-use features.",Appleユーザーのための無料ビデオ編集ソフトウェアで、基本的な編集ツールと使いやすい機能を提供しています。,"Video Editor, Basic",Video,Apple,Free,64761102ba22fed734b9de7a
inbounce.svg,Inbounce,https://inbounce.com/,Landing page builder that helps create and optimize landing pages for marketing.,ランディングページビルダーは、マーケティング用ランディングページを作成し最適化するのに役立ちます。,"LP, Optimize, Marketing","NoCode,UI Design,Website",Browser,Paid,64761102ba22fed734b9de7a
inkscape.svg,Inkscape,https://inkscape.org/,Free and open-source vector graphics editor,フリーのベクターグラフィックエディター,"Vector Graphic, Editor","Image,Illustration","Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
intercom.svg,Intercom,https://www.intercom.com/,A platform for managing customer communication through messaging and chat.,メッセージングおよびチャットを通じた顧客コミュニケーションを管理するプラットフォーム,"Chat, Manager, Customer, Communication","NoCode,Productivity",Browser,Paid,64761102ba22fed734b9de7a
jotform.svg,Jotform,https://www.jotform.com/,A platform for building online forms and surveys.,オンラインフォームおよび調査のためのプラットフォーム,"Platform,Form, Surveys","NoCode,UX Design",Browser,Freemium,64761102ba22fed734b9de7a
juphy.svg,Juphy,https://juphy.com/,A platform for creating chatbots for your website.,ウェブサイト用のチャットボットを作成するプラットフォーム。,"Creating, Chatbot, Website","NoCode,Website",Browser,Paid,64761102ba22fed734b9de7a
kdenlive.svg,Kdenlive,https://kdenlive.org/,Free and open-source video editing software with a professional-quality editing environment.,無料で開放ソースのビデオ編集ソフトウェアは、プロのクオリティの編集環境を提供します。,"Video Editor, Environment","Video,Animation","Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
kphotoalbum.svg,KPhotoAlbum,https://www.kphotoalbum.org/,Image organizer and viewer with advanced tagging and sorting capabilities,画像オーガナイザーとビューアーは、高度なタグ付けと並べ替え機能を備えています。,"Image, Organizer, Viewer",Image,Linux,Free,64761102ba22fed734b9de7a
krita.svg,Krita,https://krita.org/,Open-source painting program suitable for digital painting and image editing,オープンソースの絵画プログラムは、デジタルペインティングや画像編集に適しています。,"Digital, Image Editor","Image,Illustration","Apple, Windows, Linux",Free,64761102ba22fed734b9de7a
leaf.svg,Leaf,https://getloaf.io/,Takes the hassle out of manually creating SVG animations.,手動でSVGアニメーションを作成する手間を省きます。,"SVG, Animation","Icon,Animation","Apple, Windows",Free,64761102ba22fed734b9de7a
lightroom.svg,Lightroom,https://www.adobe.com/products/photoshop-lightroom.html,Photo editing and organizing software for professional photographers,プロの写真家のための写真編集と整理ソフトウェア,"Image, Editor, Organizing",Image,"Apple, Windows",Paid,64761102ba22fed734b9de7a
lightworks.svg,Lightworks,https://www.lwks.com/,"Feature-rich video editing software with a free version available, offering powerful editing tools and real-time effects.",フリー版もある標準的な編集ツールとリアルタイムエフェクトを備えた強力な動画編集ソフト,"Video, Editor",Video,"Apple, Windows",Freemium,64761102ba22fed734b9de7a
locofy.svg,Locofy,http://locofy.com/,A tool for location-based app development and geofencing.,ロケーションベースのアプリ開発とジオフェンシングのためのツール,"Location, App Dev","NoCode,Others",Browser,Freemium,64761102ba22fed734b9de7a
logicpro.svg,Logic Pro,https://www.apple.com/logic-pro/,Apple Advanced music production,Appleの高度な音楽制作,"Music, Apple",Audio,Apple,Paid,64761102ba22fed734b9de7a
